source_record_id,result_rank,title,authors,year,doi,url,record_type,venue,notes,normalized_title,exact_doi_duplicate_group,normalized_title_duplicate_group,manual_version_duplicate_group,deduplication_status,deduplication_notes,deduplication_decision,deduplication_review_group,removed_source_record_ids,deduplication_confirmation_status
CR020,22,An innovative intrusion detection framework using GAN-augmented Deep Ensemble Neural Network for cross-domain IoT–cloud security,Sadia Nazim; Syed Shujaa Hussain; Bilal Yousuf; Saima Sultana; Eraj Tanweer,2025,10.1016/j.iot.2025.101773,https://doi.org/10.1016/j.iot.2025.101773,journal-article,Internet of Things,Live Crossref record with strict availability audit; current API rank 22; Crossref publication date 2025-11; not the historical record list,an innovative intrusion detection framework using gan augmented deep ensemble neural network for cross domain iot cloud security,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR021,23,Causal Graph-Enhanced Deep Learning for Robust Anomaly Detection in Network Intrusion Detection Systems,Xiaoyan Yu,2025,10.1109/mlprae67267.2025.11290821,https://doi.org/10.1109/mlprae67267.2025.11290821,proceedings-article,"2025 2nd International Conference on Machine Learning, Pattern Recognition and Automation Engineering (MLPRAE)",Live Crossref record with strict availability audit; current API rank 23; Crossref publication date 2025-9-26; not the historical record list,causal graph enhanced deep learning for robust anomaly detection in network intrusion detection systems,DOI_DUP_017,TITLE_DUP_011,,candidate_duplicate,exact DOI candidate with GS110 | normalized-title candidate with GS110,retain_preferred_version,DRG003,GS110,author_confirmed_consensus
CR022,24,An Efficient Deep Learning Framwork for Classification and Detection of Anomaly Based Network Intrusion using NSL-KDD Dataset,Parth Mehrotra; Uttkarsh Dwivedi,2025,10.1109/icdt63985.2025.10986548,https://doi.org/10.1109/icdt63985.2025.10986548,proceedings-article,2025 3rd International Conference on Disruptive Technologies (ICDT),Live Crossref record with strict availability audit; current API rank 24; Crossref publication date 2025-3-7; not the historical record list,an efficient deep learning framwork for classification and detection of anomaly based network intrusion using nsl kdd dataset,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR023,25,Application of Deep Learning-Based Intrusion Detection System (IDS) in Network Anomaly Traffic Detection,Fanyi Zhao; Hanzhe Li; Kaiyi Niu; Jiatu Shi; Runze Song,2024,10.20944/preprints202407.0595.v1,https://doi.org/10.20944/preprints202407.0595.v1,posted-content,,Live Crossref record with strict availability audit; current API rank 25; Crossref publication date 2024-7-8; not the historical record list,application of deep learning based intrusion detection system ids in network anomaly traffic detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR025,28,Network Anomaly Detection Scheme Using Graph Neural Network,Patrice Kisanger,2024,10.32920/26883595,https://doi.org/10.32920/26883595,posted-content,,Live Crossref record with strict availability audit; current API rank 28; Crossref publication date 2024-9-5; not the historical record list,network anomaly detection scheme using graph neural network,,TITLE_DUP_019,,candidate_duplicate,normalized-title candidate with CR024,retain_preferred_version,DRG004,CR024,author_confirmed_consensus
CR026,,IDAC: Federated Learning-Based Intrusion Detection Using Autonomously Extracted Anomalies in IoT,"Ohtani, Takahiro and Yamamoto, Ryo and Ohzahata, Satoshi",2024,10.3390/s24103218,https://doi.org/10.3390/s24103218,journal-article,Sensors,Author-requested targeted corpus-alignment update using verified manuscript paper R33; updates the previous CR026 record at source rank 29; this row is not a native ranked result and is not a historical export,idac federated learning based intrusion detection using autonomously extracted anomalies in iot,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR027,,Trustworthy Adaptive AI for Real-Time Intrusion Detection in Industrial IoT Security,"Al Rawajbeh, Mohammad and Maria Soosai, Amala Jayanthi and Ramasamy, Lakshmana Kumar and Khan, Firoz",2025,10.3390/iot6030053,https://doi.org/10.3390/iot6030053,journal-article,IoT,Author-requested targeted corpus-alignment update using verified manuscript paper R32; updates the previous CR027 record at source rank 30; this row is not a native ranked result and is not a historical export,trustworthy adaptive ai for real time intrusion detection in industrial iot security,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR028,31,A deep learning/machine learning approach for anomaly based network intrusion detection,Reem Almuhanna; Samia Dardouri,2025,10.3389/frai.2025.1625891,https://doi.org/10.3389/frai.2025.1625891,journal-article,Frontiers in Artificial Intelligence,Live Crossref record with strict availability audit; current API rank 31; Crossref publication date 2025-9-9; not the historical record list,a deep learning machine learning approach for anomaly based network intrusion detection,DOI_DUP_021,TITLE_DUP_002,,candidate_duplicate,exact DOI candidate with GS057 | normalized-title candidate with GS057,retain_preferred_version,DRG005,GS057,author_confirmed_consensus
CR029,,Adaptive Semi-Supervised Algorithm for Intrusion Detection and Unknown Attack Identification,"Li, Meng and Luo, Lei and Xiao, Kun and Wang, Geng and Wang, Yintao",2025,10.3390/app15041709,https://doi.org/10.3390/app15041709,journal-article,Applied Sciences,Author-requested targeted corpus-alignment update using verified manuscript paper R30; updates the previous CR029 record at source rank 32; this row is not a native ranked result and is not a historical export,adaptive semi supervised algorithm for intrusion detection and unknown attack identification,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR030,33,Adaptive Decision-Level Intrusion Detection for Known and Zero-Day Attacks,Joseph P. Mchina; Neema Mduma; Ramadhani S. Sinde,2026,10.3390/network6020023,https://doi.org/10.3390/network6020023,journal-article,Network,Live Crossref record with strict availability audit; current API rank 33; Crossref publication date 2026-4-9; not the historical record list,adaptive decision level intrusion detection for known and zero day attacks,DOI_DUP_022,TITLE_DUP_006,,candidate_duplicate,exact DOI candidate with GS060 | normalized-title candidate with GS060,retain_preferred_version,DRG006,GS060,author_confirmed_consensus
CR031,,Cross-Dataset Temporal and Semantic Generalization of Intrusion Detection Models for the Future Internet,"Elangovan, Rajesh and Parthasarathy, Durga Devi and Jawahar, M. and Kaliyaperumal, Prabu and Balusamy, Balamurugan and Yogarayan, Sumendra and Venkatesan, Vivek",2026,10.3390/fi18040194,https://doi.org/10.3390/fi18040194,journal-article,Future Internet,Author-requested targeted corpus-alignment update using verified manuscript paper R11; updates the previous CR031 record at source rank 34; this row is not a native ranked result and is not a historical export,cross dataset temporal and semantic generalization of intrusion detection models for the future internet,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR032,,"FORT-IDS: a federated, optimized, robust and trustworthy intrusion detection system for IIoT security","Mazroa, Alanoud Al",2026,10.1038/s41598-025-31025-x,https://doi.org/10.1038/s41598-025-31025-x,journal-article,Scientific Reports,Author-requested targeted corpus-alignment update using verified manuscript paper R9; updates the previous CR032 record at source rank 35; this row is not a native ranked result and is not a historical export,fort ids a federated optimized robust and trustworthy intrusion detection system for iiot security,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR033,,Unknown intrusion traffic detection method based on unsupervised learning and open-set recognition,"Fang, Jun and Xie, Cunxiang",2025,10.1038/s41598-025-01084-1,https://doi.org/10.1038/s41598-025-01084-1,journal-article,Scientific Reports,Author-requested targeted corpus-alignment update using verified manuscript paper R7; updates the previous CR033 record at source rank 36; this row is not a native ranked result and is not a historical export,unknown intrusion traffic detection method based on unsupervised learning and open set recognition,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR034,37,NIDS-CBAD: detecting adversarial attacks in network intrusion detection systems using domain constraints,Vivek Kumar; Kamal Kumar; Maheep Singh,2024,10.1007/s13042-024-02506-8,https://doi.org/10.1007/s13042-024-02506-8,journal-article,International Journal of Machine Learning and Cybernetics,Live Crossref record with strict availability audit; current API rank 37; Crossref publication date 2024-12-28; not the historical record list,nids cbad detecting adversarial attacks in network intrusion detection systems using domain constraints,DOI_DUP_004,TITLE_DUP_021,,candidate_duplicate,exact DOI candidate with GS020 | normalized-title candidate with GS020,retain_preferred_version,DRG007,GS020,author_confirmed_consensus
CR035,,Dataset-centric evaluation of federated intrusion detection models in IoT networks,"Bilal, Muhammad Ahmad and Ul Islam, Ihtesham and Idrees, Sarmad and Qasim, Muhammad and Khan, Muhammad Junaid and Khan, Jaleed",2026,10.1038/s41598-025-32567-w,https://doi.org/10.1038/s41598-025-32567-w,journal-article,Scientific Reports,Author-requested targeted corpus-alignment update using verified manuscript paper R5; updates the previous CR035 record at source rank 38; this row is not a native ranked result and is not a historical export,dataset centric evaluation of federated intrusion detection models in iot networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
CR036,39,An Evaluation of Open-Set Recognition-Enabled End-Layers on Deep-Learning Models in Network Intrusion Detection Systems,Gaspard Baye; Priscila Silva; Alexandre Broggi; Lance Fiondella; Nathaniel Bastian; Gokhan Kul,2024,10.2139/ssrn.4933825,https://doi.org/10.2139/ssrn.4933825,posted-content,,Live Crossref record with strict availability audit; current API rank 39; Crossref publication date 2024; not the historical record list,an evaluation of open set recognition enabled end layers on deep learning models in network intrusion detection systems,DOI_DUP_020,TITLE_DUP_010,,candidate_duplicate,exact DOI candidate with GS034 | normalized-title candidate with GS034,retain_preferred_version,DRG008,GS034,author_confirmed_consensus
CR037,,Enhancing trustworthiness in ML-based network intrusion detection with uncertainty quantification,"Talpini, Jacopo and Sartori, Fabio and Savi, Marco",2024,10.1007/s40860-024-00238-8,https://doi.org/10.1007/s40860-024-00238-8,journal-article,Journal of Reliable Intelligent Environments,Author-requested targeted corpus-alignment update using verified manuscript paper R2; updates the previous CR037 record at source rank 41; this row is not a native ranked result and is not a historical export,enhancing trustworthiness in ml based network intrusion detection with uncertainty quantification,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX001,1,A Neuro-Symbolic Artificial Intelligence Network Intrusion Detection System,Alice Bizzarri; Brian Jalaian; Fabrizio Riguzzi; Nathaniel D. Bastian,2024,10.1109/icccn61486.2024.10637618,https://ieeexplore.ieee.org/document/10637618,proceedings-article,2024 33rd International Conference on Computer Communications and Networks (ICCCN),Current assisted retrieval from 4 official-domain searches; retrieval rank 1; Maximum relevance score 0.64799920; Crossref metadata date 2024-7-29; not a native database rank or the historical record list,a neuro symbolic artificial intelligence network intrusion detection system,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX002,2,Adaptive Defense: Zero-Day Attack Detection in NIDS With Deep Reinforcement Learning,Khorshed Alam; Md Fahad Monir; Md Junayed Hossain; Mohammad Shorif Uddin; Md. Tarek Habib,2025,10.1109/access.2025.3585445,https://ieeexplore.ieee.org/document/11063272,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 2; Maximum relevance score 0.64128816; Crossref metadata date 2025; not a native database rank or the historical record list,adaptive defense zero day attack detection in nids with deep reinforcement learning,DOI_DUP_012,TITLE_DUP_007,,candidate_duplicate,exact DOI candidate with GS052 | normalized-title candidate with GS052,retain_preferred_version,DRG018,GS052,author_confirmed_consensus
IX003,3,Machine Learning in Network Intrusion Detection: A Cross-Dataset Generalization Study,Marco Cantone; Claudio Marrocco; Alessandro Bria,2024,10.1109/access.2024.3472907,https://ieeexplore.ieee.org/document/10704637,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 3; Maximum relevance score 0.58862966; Crossref metadata date 2024; not a native database rank or the historical record list,machine learning in network intrusion detection a cross dataset generalization study,DOI_DUP_010,TITLE_DUP_017,VERSION_DUP_002,candidate_duplicate,exact DOI candidate with GS017 | normalized-title candidate with GS017 | manual preprint-to-final version candidate with GS014,retain_preferred_version,DRG016,GS014; GS017,author_confirmed_consensus
IX004,4,"Meta: Toward a Unified, Multimodal Dataset for Network Intrusion Detection Systems",Syed Wali; Yasir Ali Farrukh; Irfan Khan; Nathaniel D. Bastian,2024,10.1109/ieeedata.2024.3482286,https://ieeexplore.ieee.org/document/10720901,journal-article,IEEE Data Descriptions,Current assisted retrieval from 4 official-domain searches; retrieval rank 4; Maximum relevance score 0.56143180; Crossref metadata date 2024; not a native database rank or the historical record list,meta toward a unified multimodal dataset for network intrusion detection systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX005,5,Bayesian Neural Network Uncertainty Estimation for Detecting Adversarial Attacks on Network Intrusion Detection Systems,Kaustubh Bahl; Amit Praseed,2025,10.1109/ictest64710.2025.11042826,https://ieeexplore.ieee.org/document/11042826,proceedings-article,2025 2nd International Conference on Trends in Engineering Systems and Technologies (ICTEST),Current assisted retrieval from 4 official-domain searches; retrieval rank 5; Maximum relevance score 0.49436116; Crossref metadata date 2025-4-3; not a native database rank or the historical record list,bayesian neural network uncertainty estimation for detecting adversarial attacks on network intrusion detection systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX006,6,Zero-Day Attack Detection in IoT Networks Using a Residual Vision Transformer-Based Approach With Zero-Shot Learning,Komcharn Nitrat; Nopparuj Suetrong; Natthanan Promsuk,2025,10.1109/ojcoms.2025.3604826,https://ieeexplore.ieee.org/document/11151630,journal-article,IEEE Open Journal of the Communications Society,Current assisted retrieval from 4 official-domain searches; retrieval rank 6; Maximum relevance score 0.47679950; Crossref metadata date 2025; not a native database rank or the historical record list,zero day attack detection in iot networks using a residual vision transformer based approach with zero shot learning,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX007,7,Innovative Defense: Deep Learning-Powered Intrusion Detection for IoT Networks,Adel Binbusayyis,2025,10.1109/access.2025.3542275,https://ieeexplore.ieee.org/document/10887228,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 7; Maximum relevance score 0.36745238; Crossref metadata date 2025; not a native database rank or the historical record list,innovative defense deep learning powered intrusion detection for iot networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX008,8,A Hybrid Deep Learning Model for Network Intrusion Detection System Using Seq2Seq and ConvLSTM-Subnets,S. Hariharan; Y. Annie Jerusha; G. Suganeshwari; S. P. Syed Ibrahim; Uday Tupakula; Vijay Varadharajan,2025,10.1109/access.2025.3541399,https://ieeexplore.ieee.org/document/10883985,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 8; Maximum relevance score 0.34773698; Crossref metadata date 2025; not a native database rank or the historical record list,a hybrid deep learning model for network intrusion detection system using seq2seq and convlstm subnets,DOI_DUP_011,TITLE_DUP_003,,candidate_duplicate,exact DOI candidate with GS087 | normalized-title candidate with GS087,retain_preferred_version,DRG023,GS087,author_confirmed_consensus
IX009,9,A Survey on the Applications of Deep Learning in Network Intrusion Detection Systems to Enhance Network Security,Fatima M. Anis; Maryam Alabdullatif; Sarah Aljbli; Mohammad Hammoudeh,2025,10.1109/access.2025.3624952,https://ieeexplore.ieee.org/document/11215731,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 9; Maximum relevance score 0.34343034; Crossref metadata date 2025; not a native database rank or the historical record list,a survey on the applications of deep learning in network intrusion detection systems to enhance network security,DOI_DUP_014,TITLE_DUP_005,,candidate_duplicate,exact DOI candidate with GS011 | normalized-title candidate with GS011,retain_preferred_version,DRG014,GS011,author_confirmed_consensus
IX010,10,The Missing Link in Network Intrusion Detection: Taking AI/ML Research Efforts to Users,Katharina Dietz; Michael Mühlhauser; Jochen Kögel; Stephan Schwinger; Marleen Sichermann; Michael Seufert; Dominik Herrmann; Tobias Hoßfeld,2024,10.1109/access.2024.3406939,https://ieeexplore.ieee.org/document/10540566,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 10; Maximum relevance score 0.31821015; Crossref metadata date 2024; not a native database rank or the historical record list,the missing link in network intrusion detection taking ai ml research efforts to users,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX011,11,Deep Learning-Based Autonomous Anomaly Detection for Security in SDN-IoT Networks,Tharindu Lakshan Yasarathna; Madhusanka Liyanage; Nhien-An Le-Khac,2025,10.1109/ojcoms.2025.3610365,https://ieeexplore.ieee.org/document/11165121,journal-article,IEEE Open Journal of the Communications Society,Current assisted retrieval from 4 official-domain searches; retrieval rank 11; Maximum relevance score 0.30374262; Crossref metadata date 2025; not a native database rank or the historical record list,deep learning based autonomous anomaly detection for security in sdn iot networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX012,,Few-Shot Class-Incremental Learning for Network Intrusion Detection Systems,"Di Monda, Davide and Montieri, Antonio and Persico, Valerio and Voria, Pasquale and De Ieso, Matteo and Pescapè, Antonio",2024,10.1109/ojcoms.2024.3481895,https://doi.org/10.1109/OJCOMS.2024.3481895,journal-article,IEEE Open Journal of the Communications Society,Author-requested targeted corpus-alignment update using verified manuscript paper R26; updates the previous IX012 record at source rank 12; this row is not a native ranked result and is not a historical export,few shot class incremental learning for network intrusion detection systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX013,,A Cross-Domain Intrusion Detection Method Based on Nonlinear Augmented Explicit Features,"Yu, Xu and Lu, Yan and Jiang, Feng and Hu, Qiang and Du, Junwei and Gong, Dunwei",2025,10.1109/tnsm.2024.3444909,https://doi.org/10.1109/TNSM.2024.3444909,journal-article,IEEE Transactions on Network and Service Management,Author-requested targeted corpus-alignment update using verified manuscript paper R24; updates the previous IX013 record at source rank 13; this row is not a native ranked result and is not a historical export,a cross domain intrusion detection method based on nonlinear augmented explicit features,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX014,,Toward Open-World Network Intrusion Detection via Open Recognition and Inspection,"Du, Lei and Chai, Yuhan and Jia, Yan and Fang, Binxing and Li, Hao and Gu, Zhaoquan",2025,10.1109/tifs.2025.3608666,https://doi.org/10.1109/TIFS.2025.3608666,journal-article,IEEE Transactions on Information Forensics and Security,Author-requested targeted corpus-alignment update using verified manuscript paper R20; updates the previous IX014 record at source rank 14; this row is not a native ranked result and is not a historical export,toward open world network intrusion detection via open recognition and inspection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX015,15,A Big Data Framework for Scalable and Cross-Dataset Capable Machine Learning in Network Intrusion Detection Systems,Vinicius M. de Oliveira; Henrique M. de Oliveira; Gabriel M. Santos; Jhonatan Geremias; Eduardo K. Viegas,2025,10.1109/access.2025.3589872,https://ieeexplore.ieee.org/document/11082153,journal-article,IEEE Access,Current assisted retrieval from 4 official-domain searches; retrieval rank 15; Maximum relevance score 0.27208483; Crossref metadata date 2025; not a native database rank or the historical record list,a big data framework for scalable and cross dataset capable machine learning in network intrusion detection systems,DOI_DUP_013,TITLE_DUP_001,,candidate_duplicate,exact DOI candidate with GS013 | normalized-title candidate with GS013,retain_preferred_version,DRG015,GS013,author_confirmed_consensus
IX016,,Class Incremental Learning for Network-Agnostic Intrusion Detection Systems,"Cerasuolo, Francesco and Bovenzi, Giampaolo and Montieri, Antonio and Pescapè, Antonio",2025,10.1109/rtsi64020.2025.11212335,https://doi.org/10.1109/RTSI64020.2025.11212335,proceedings-article,2025 IEEE 9th Forum on Research and Technologies for Society and Industry Innovation (RTSI),Author-requested targeted corpus-alignment update using verified manuscript paper R19; updates the previous IX016 record at source rank 16; this row is not a native ranked result and is not a historical export,class incremental learning for network agnostic intrusion detection systems,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX017,,Calibrated Uncertainty Estimation for Trustworthy Deep IoT Attack Detection,"Pal, Biprodip and Islam, Md. Saiful and Liew, Alan Wee-Chung",2025,10.1109/tdsc.2025.3598350,https://doi.org/10.1109/TDSC.2025.3598350,journal-article,IEEE Transactions on Dependable and Secure Computing,Author-requested targeted corpus-alignment update using verified manuscript paper R17; updates the previous IX017 record at source rank 17; this row is not a native ranked result and is not a historical export,calibrated uncertainty estimation for trustworthy deep iot attack detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
IX018,,Trustable Network Intrusion Detection System through Wisdomnet and Uncertainty Measures,"Vij, Abhinav and Tran, Hai-Anh and Tran, Truong X.",2024,10.1109/lcn60385.2024.10639737,https://doi.org/10.1109/LCN60385.2024.10639737,proceedings-article,2024 IEEE 49th Conference on Local Computer Networks (LCN),Author-requested targeted corpus-alignment update using verified manuscript paper R16; updates the previous IX018 record at source rank 18; this row is not a native ranked result and is not a historical export,trustable network intrusion detection system through wisdomnet and uncertainty measures,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
ACM001,1,Multi-Stage Enhanced Zero Trust Intrusion Detection System for Unknown Attack Detection in Internet of Things and Traditional Networks,Malek Al-Zewairi; Sufyan Almajali; Moussa Ayyash; Mohamed Rahouti; Fernando Martinez; Nordine Quadar,2025,10.1145/3725216,https://dl.acm.org/doi/10.1145/3725216,journal-article,ACM Transactions on Privacy and Security,Current assisted retrieval from 2 official-domain searches; retrieval rank 1; Maximum relevance score 0.60414260; Crossref metadata date 2025-8-23; not a native database rank or the historical record list,multi stage enhanced zero trust intrusion detection system for unknown attack detection in internet of things and traditional networks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
ACM002,2,Adaptive Network Intrusion Detection Systems Against Performance Degradation via Model Agnostic Meta-Learning,Goktug Ekinci; Alexandre Broggi; Lance Fiondella; Nathaniel D. Bastian; Gokhan Kul,2024,10.1145/3689935.3690396,https://dl.acm.org/doi/10.1145/3689935.3690396,proceedings-article,Proceedings of the 11th ACM Workshop on Adaptive and Autonomous Cyber Defense,Current assisted retrieval from 2 official-domain searches; retrieval rank 2; Maximum relevance score 0.56460327; Crossref metadata date 2024-12-4; not a native database rank or the historical record list,adaptive network intrusion detection systems against performance degradation via model agnostic meta learning,DOI_DUP_019,TITLE_DUP_008,,candidate_duplicate,exact DOI candidate with GS070 | normalized-title candidate with GS070,retain_preferred_version,DRG002,GS070,author_confirmed_consensus
ACM003,3,LNNIDS: A Hybrid Liquid Neural Network based IDS for Known and Unknown IoT Attacks,Rakesh Kumar; Mayank Swarnkar; Manmeet Muskan,2025,10.1145/3771739,https://dl.acm.org/doi/10.1145/3771739,journal-article,ACM Transactions on Internet Technology,Current assisted retrieval from 2 official-domain searches; retrieval rank 3; Maximum relevance score 0.43338245; Crossref metadata date 2025-11-17; not a native database rank or the historical record list,lnnids a hybrid liquid neural network based ids for known and unknown iot attacks,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
ACM004,4,GNN-IDS: Graph Neural Network based Intrusion Detection System,Zhenlu Sun; André M.H. Teixeira; Salman Toor,2024,10.1145/3664476.3664515,https://dl.acm.org/doi/10.1145/3664476.3664515,proceedings-article,"Proceedings of the 19th International Conference on Availability, Reliability and Security",Current assisted retrieval from 2 official-domain searches; retrieval rank 4; Maximum relevance score 0.42219550; Crossref metadata date 2024-7-30; not a native database rank or the historical record list,gnn ids graph neural network based intrusion detection system,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
ACM005,5,FedNIDS: A Federated Learning Framework for Packet-Based Network Intrusion Detection System,Quoc H. Nguyen; Soumyadeep Hore; Ankit Shah; Trung Le; Nathaniel D. Bastian,2025,10.1145/3696012,https://dl.acm.org/doi/10.1145/3696012,journal-article,Digital Threats: Research and Practice,Current assisted retrieval from 2 official-domain searches; retrieval rank 5; Maximum relevance score 0.39641917; Crossref metadata date 2025-2-14; not a native database rank or the historical record list,fednids a federated learning framework for packet based network intrusion detection system,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
ACM006,,Open Set Dandelion Network for IoT Intrusion Detection,"Wu, Jiashu and Dai, Hao and Kent, Kenneth B. and Yen, Jerome and Xu, Chengzhong and Wang, Yang",2024,10.1145/3639822,https://doi.org/10.1145/3639822,journal-article,ACM Transactions on Internet Technology,Author-requested targeted corpus-alignment update using verified manuscript paper R10; updates the previous ACM006 record at source rank 6; this row is not a native ranked result and is not a historical export,open set dandelion network for iot intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD001,1,Wasserstein distance guided feature Tokenizer transformer domain adaptation for network intrusion detection,Hongpo Zhang; Zhaozhe Zhang; Haizhaoyang Huang; Hehe Yang,2025,10.1016/j.cose.2025.104562,https://www.sciencedirect.com/science/article/pii/S0167404825002512,journal-article,Computers & Security,Current assisted retrieval from 4 official-domain searches; retrieval rank 1; Maximum relevance score 0.78690180; Crossref metadata date 2025-10; not a native database rank or the historical record list,wasserstein distance guided feature tokenizer transformer domain adaptation for network intrusion detection,DOI_DUP_008,TITLE_DUP_024,,candidate_duplicate,exact DOI candidate with GS066 | normalized-title candidate with GS066,retain_preferred_version,DRG020,GS066,author_confirmed_consensus
SD002,2,AIS-NIDS: An intelligent and self-sustaining network intrusion detection system,Yasir Ali Farrukh; Syed Wali; Irfan Khan; Nathaniel D. Bastian,2024,10.1016/j.cose.2024.103982,https://www.sciencedirect.com/science/article/pii/S0167404824002876,journal-article,Computers & Security,Current assisted retrieval from 4 official-domain searches; retrieval rank 2; Maximum relevance score 0.56460327; Crossref metadata date 2024-9; not a native database rank or the historical record list,ais nids an intelligent and self sustaining network intrusion detection system,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD003,3,A sequential deep learning framework for a robust and resilient network intrusion detection system,Soumyadeep Hore; Jalal Ghadermazi; Ankit Shah; Nathaniel D. Bastian,2024,10.1016/j.cose.2024.103928,https://www.sciencedirect.com/science/article/pii/S0167404824002311,journal-article,Computers & Security,Current assisted retrieval from 4 official-domain searches; retrieval rank 3; Maximum relevance score 0.50549350; Crossref metadata date 2024-9; not a native database rank or the historical record list,a sequential deep learning framework for a robust and resilient network intrusion detection system,DOI_DUP_007,TITLE_DUP_004,,candidate_duplicate,exact DOI candidate with GS002 | normalized-title candidate with GS002,retain_preferred_version,DRG009,GS002,author_confirmed_consensus
SD004,4,Deep learning-driven methods for network-based intrusion detection systems: A systematic review,Ramya Chinnasamy; Malliga Subramanian; Sathishkumar Veerappampalayam Easwaramoorthy; Jaehyuk Cho,2025,10.1016/j.icte.2025.01.005,https://www.sciencedirect.com/science/article/pii/S2405959525000050,journal-article,ICT Express,Current assisted retrieval from 4 official-domain searches; retrieval rank 4; Maximum relevance score 0.50051330; Crossref metadata date 2025-2; not a native database rank or the historical record list,deep learning driven methods for network based intrusion detection systems a systematic review,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD005,5,Evaluating and enhancing intrusion detection systems in IoMT: The importance of domain-specific datasets,Jordi Doménech; Olga León; Muhammad Shuaib Siddiqui; Josep Pegueroles,2025,10.1016/j.iot.2025.101631,https://www.sciencedirect.com/science/article/pii/S2542660525001453,journal-article,Internet of Things,Current assisted retrieval from 4 official-domain searches; retrieval rank 5; Maximum relevance score 0.39529812; Crossref metadata date 2025-7; not a native database rank or the historical record list,evaluating and enhancing intrusion detection systems in iomt the importance of domain specific datasets,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD006,6,Boosting Cybersecurity: A Zero-Day Attack Detection Approach Using Equilibrium Optimiser with Deep Learning Model,Mona Almofarreh; Amnah Alshahrani; Nouf Helal Alharbi; Ahmed Omer Ahmed; Hussain Alshahrani; Abdulrahman Alzahrani; Mohammed Mujib Alshahrani; Asma A. Alhashmi,2025,10.32604/cmes.2025.070545,https://www.sciencedirect.com/org/science/article/pii/S1526149225003959,journal-article,Computer Modeling in Engineering & Sciences,Current assisted retrieval from 4 official-domain searches; retrieval rank 6; Maximum relevance score 0.38637030; Crossref metadata date 2025; not a native database rank or the historical record list,boosting cybersecurity a zero day attack detection approach using equilibrium optimiser with deep learning model,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
SD007,7,Exploring Graph Neural Networks for Robust Network Intrusion Detection,Sarika Saxena; Jyoti Grover; Sunita Singhal,2025,10.1016/j.procs.2025.04.618,https://www.sciencedirect.com/science/article/pii/S1877050925017223,journal-article,Procedia Computer Science,Current assisted retrieval from 4 official-domain searches; retrieval rank 7; Maximum relevance score 0.38525957; Crossref metadata date 2025; not a native database rank or the historical record list,exploring graph neural networks for robust network intrusion detection,,,,no_automatic_match,,not_a_duplicate_candidate,,,not_required
